
PRODTOUR_ID,TD_OverALL,Hotel,Meal,NPS
261998,3.785714,4.279411,3.629629,0.821428571
256987,4,4.381642,4.47826,0.885714286
253745,3.90909,4.121212,4.244897,0.818181818
257052,3.965517,4.031175,4.039473,0.551724138
253560,4,4.357894,4.631578,0.95
257063,3.95238,4.208333,4.35,0.904761905
256968,4,4.352941,4.274509,0.764705882
257031,4,4.088,4.444444,1
257163,4,4.214285,4.553571,0.785714286
257026,4,3.958333,4.666666,0.875
253634,2.529411,3.922746,3.934782,-0.117647059
257145,3.629629,4.231481,3.777777,0.464285714
253640,4,4.390625,4.4375,0.8125
285639,3.8,4.44,4,0.8
256741,3.8125,4.05,4.171875,0.875
256890,4,3.97826,4.536585,0.75
261997,3.947368,4.456953,4.453333,0.820512821
268894,4,4.541666,4.666666,0.833333333
256853,3.875,4,3.971153,1
257101,3.857142,4.238095,4.457142,-0.142857143
256995,3.571428,4.714285,4.753246,0.857142857
256700,4,3.953125,3.53125,0.75
278854,3.9375,4.18125,4.440251,0.65625
257119,4,4.416666,4.625,1
278846,3.954545,4.692913,4.40566,0.818181818
261466,4,3.463636,4.396946,-0.181818182
256898,2.4,3.617647,4.458333,0
253650,3.8,3.311111,3.743589,0.294117647
253735,3.625,4.3125,4.5625,0.375
259816,4,3.7,3.625,0.8
253578,3.9,3.9,4.3,0.75
253698,3,4.233333,4.625,0.5
262042,3.85,3.866666,4.275,0.826086957
261422,3.375,4.125,3.916666,-0.176470588
253890,4,4.031746,4.460317,1
289036,4,4.490196,4.658823,0.894736842
253534,4,4.375,4.442307,1
278843,4,4.32,4.533333,0.875
257074,3.866666,4.577777,4.390243,0.866666667
260596,4,4,4.444444,0.333333333
260623,3.971428,4.009615,4.377777,0.805555556
268905,3.727272,3.816326,3.863636,0.083333333
256966,4,4.363636,3.954545,0.75
278834,3.571428,4.5,4.214285,0.428571429
256817,3.9375,3.854166,3.704545,0.588235294
257195,3.88,4.16,4.78,1
253612,4,3.968627,4.693877,0.588235294
256798,3.904761,4.063492,4.404761,0.857142857
256896,4,4.392857,4.660714,0.857142857
261992,4,4.76923,4.564102,0.896551724
260628,3.25,3.854166,4.051724,0.5
283163,3.818181,4.242424,4.571428,0.833333333
253506,3.958333,4.354166,3.979166,0.916666667
257121,4,3.995833,3.975,0.925
252147,4,4.366666,4.622641,1
261977,3.619047,3.666666,3.336996,0.333333333
278826,4,3.828571,4.5,0.533333333
253597,4,4.347368,4.447368,0.8
260607,3.714285,4.285714,4.071428,0.142857143
253999,4,4.611111,4.729166,0.769230769
257076,4,3.925233,4.140625,0.826086957
261470,4,3.894736,4.215277,0.8125
257199,4,4.588235,4.5,0.941176471
253982,4,4.485294,4.852941,0.941176471
254564,4,4.36,4.3,1
257046,3.190476,3.841269,4.047619,0.590909091
278817,3.555555,3.854442,4.434782,0.638888889
282491,4,4.282442,3.511627,0.5
253973,3.142857,4.160714,4,0.4
253553,4,4.258823,4.490196,0.705882353
256919,4,4.057268,3.470588,0.736842105
256843,3.8,3.85,4.35,0.416666667
256969,4,4.36,3.6,1
284837,3.785714,4.384615,4.205128,0.857142857
256923,4,4.166666,4.366666,0.571428571
253808,4,4.291666,4.208333,-0.25
256865,3.833333,4.541666,4.166666,0.5
256704,4,3.885714,4.25,0.714285714
256735,4,4.3,4.3,0
283087,4,4.351851,2.972222,0.555555556
256784,4,4.066666,4.7,0.933333333
257050,4,4.204968,4.676923,0.909090909
253923,4,3.795454,4.636363,1
253620,4,3.583333,4.875,0.916666667
256742,3.971428,4.262857,4.441176,0.828571429
278860,3.95238,4.111111,4.56,0.863636364
253472,4,4.488888,4.6,0.933333333
253733,4,4.608974,4.855263,1
261954,3.967741,4.516129,4.370967,0.806451613
253502,4,4.30303,4.560606,0.956521739
260622,3.972972,3.909909,4.338345,0.702702703
253609,3.714285,3.619047,3.928571,-0.125
254018,4,4.183333,4.566666,0.933333333
282497,3.90909,4.545454,4.060606,0.909090909
256786,3.833333,3.8,4.25,0.666666667
253460,4,4.366666,4.766666,1
278841,3.962962,4.24074,4.024691,0.75
261950,4,4.743589,4.753846,1
253741,2.75,4,4.0625,0.625
256911,4,4.333333,4.537037,0.962962963
253936,3.923076,4.051282,4.108695,0.642857143
257194,4,3.96,4.518518,0.8
285913,4,4.175,3.725,0.85
261948,4,4.25,3.9375,0
256999,4,4.192307,4.346153,0.461538462
260600,4,4.166666,4.583333,0.714285714
253763,3.95,4.548951,4.446428,0.75
268893,4,4.696428,4.619047,1
275350,3.636363,4.015384,3.809523,0.454545455
253767,4,4.316666,4.5,0.846153846
256915,3.928571,4.333333,4.5,0.333333333
278810,3.875,3.982905,4.486486,0.529411765
261974,3.95238,4.761904,4.15873,0.818181818
257090,3.971428,4.357142,4.785714,0.810810811
261951,3.9375,4.1875,4.6875,0.764705882
284834,4,3.7,4.4,0.2
256750,3.814814,4.259259,4.351851,0.777777778
256788,3.972972,4.028436,4.183098,0.894736842
253681,4,4.055555,3.583333,0.5
256894,3.92,3.794285,4.22,0.692307692
253517,3.888888,3.777777,4.277777,0.666666667
253529,4,4.070175,4.736842,0.894736842
253600,4,4.178571,4.5,0.666666667
256831,4,4.128205,4.5,0.928571429
261967,3.9375,4.2125,4.270833,0.848484848
285641,4,4.48,4.116666,0.952380952
261473,4,3.68421,4.255319,0.421052632
253906,4,4.296296,4.407407,0.888888889
292136,4,4.191176,3.970588,0.705882353
253778,3.5,4.232142,4.622222,1
257143,4,3.97619,4.571428,0.857142857
257155,4,4.630769,4.692307,0.857142857
253582,4,4.132,4.446428,0.733333333
257065,3.970588,4.352941,4.75,0.764705882
256705,3.95238,4.285714,4.525423,0.772727273
253865,3.916666,4.483333,4.5,0.791666667
256949,4,4.351851,4.673469,0.75
261965,3.928571,3.619047,4.45,0.733333333
256790,4,4.04,4.666666,0.7
253878,4,4.7,4.35,1
260934,4,3.75,4,1
283311,4,4.146666,4.466666,0.75
268646,4,4.588235,4.941176,1
262035,4,4.275,4.555555,0.709677419
256809,3.928571,3.414634,3.944444,0.214285714
253474,3.636363,4.90909,4.393939,0.545454545
253756,4,4.273809,4.119047,0.80952381
253493,3.941176,4.098039,4.545454,0.823529412
253541,4,4.44,4.533333,0.933333333
256914,3.947368,4.31081,4.363636,0.894736842
261438,4,4.5,4.6875,0.916666667
256844,4,4.166666,4.25,0
253639,2.25,3.859375,3.833333,0
256813,4,4.106666,4.469879,0.838709677
256963,3.916666,4.708333,4.444444,0.923076923
256953,3.25,3.55,3.75,0.25
253729,4,4.085714,4.619047,0.857142857
262000,3.962962,3.888888,4.419753,0.857142857
256983,4,4.464285,4.392857,0.928571429
253910,4,4.811764,4.823529,0.944444444
260621,3.913043,3.895522,3.963855,0.47826087
253873,3.916666,4.666666,4.617021,0.96
256907,4,4.285185,4.58,0.904761905
253604,3.142857,4.190476,4.095238,0.571428571
260625,4,4.333333,4.444444,1
257016,3.818181,4.40909,4.348484,0.454545455
260627,3.875,3.875,4.508474,0.1875
253918,4,4.371212,4.52459,1
256753,4,4.471428,4.666666,0.5
262002,4,4.277777,4.361111,0.944444444
256868,4,3.933333,4.055555,0.3125
253707,4,4.14,3.78,0.96
257170,3.793103,3.564705,4.376623,0.862068966
253458,4,4.223529,4.823529,0.882352941
260608,4,4,4.625,0.6
278840,3.884615,3.76923,3.475409,0.642857143
261418,4,4.545454,4.857142,1
253872,3.967741,4.026881,4.253012,0.677419355
262018,3.428571,3.802083,3.414634,0.75
256762,3.941176,4.17647,4.588235,0.823529412
285920,3.972972,4.304054,4.378378,0.918918919
257040,3.964285,3.964285,4.727272,1
253557,4,4.123076,4.54054,0.921052632
261931,3.8125,4.4375,4.640625,0.9375
256748,4,4.277777,4.388888,0.8
288756,3.857142,4.428571,4.45,1
262019,3.965517,3.947368,4.06024,0.827586207
253728,3.866666,4.171428,4.277777,0.666666667
253716,4,4.472222,4.5,0.666666667
285911,4,4.314285,3.833333,0.928571429
254013,3.7,4.363636,4.260869,0.6
262030,3.904761,4.038095,4.174603,0.619047619
253950,4,4.308823,4.392156,0.833333333
285916,4,3.947916,4.491525,0.9375
252104,4,4.666666,4.933333,1
253703,3.727272,4.079545,4.295454,0.916666667
259806,4,4.68,4.756097,1
253550,3.96,4.04,4.06,0.769230769
262034,4,3.275,4.15,0.25
252102,3.928571,4.261904,4.514285,0.857142857
257201,4,4.166666,4.583333,0.894736842
253584,4,4.166666,4.277777,0.333333333
261937,3.878787,4.00606,4.439393,0.757575758
261962,3.958333,4.526315,4.851063,1
269508,4,4.4,4.4375,0.857142857
253648,4,4.25,3.848484,0
257147,4,3.613636,3.987804,0.666666667
289052,3.942857,3.9,4.380952,0.805555556
256772,4,4.2,4.842105,0.933333333
253531,4,4.465277,4.472222,1
269016,3,4.1125,4.15,-0.272727273
260611,4,4.76923,4.807692,1
278852,3.90625,4.132812,4.052083,0.65625
253626,4,4.142857,4.833333,1
256807,4,4.796296,4.722222,0.888888889
254019,3.85,4.275,3.75,0.65
256736,4,4.4,4.9,1
257073,4,4.039215,4.45098,0.884615385
257064,3.826086,4.282608,3.913043,0.52173913
253455,3.916666,4.75,4.472222,0.769230769
256752,4,4.505376,4.516129,0.967741935
256828,4,4.25,4,0.777777778
282493,4,4.277777,4.266666,0.5
257132,4,3.95238,4.809523,0.956521739
261976,3.05,3.469387,3.538461,-0.25
256922,3.914285,4.180952,4.242105,0.685714286
282488,2.6,3.65,3.583333,-0.333333333
257185,3.90909,4.276404,4.593023,0.558823529
253928,4,4.023809,4.785714,0.952380952
262097,3.868421,4.226315,3.991228,0.815789474
253919,4,4.142857,4.423076,0.727272727
293597,4,4.666666,4.50505,0.823529412
256824,4,4.611111,4.75,1
253690,4,4.116666,4,0.866666667
268895,3.90909,4.386363,4.60606,0.909090909
256889,4,3.897435,4.294117,0.538461538
285048,3.75,4.8125,4.458333,0.588235294
256766,4,3.933333,4.277777,0.75
256981,3.25,3.666666,3.666666,0.5
253537,4,4.047619,4.346153,0.714285714
256729,4,4.56,4.533333,1
253989,3.975,4.286666,4.580952,0.829268293
252103,4,4.777777,4.6,0.75
253574,3.875,3.854166,4.375,0.5
268903,4,4.130434,4.086956,0.666666667
257142,3.962962,4.296296,4.314814,0.703703704
260601,4,4.8125,4.625,0.888888889
257042,3.857142,3.985074,3.962962,0.428571429
253754,4,4.333333,3.833333,1
260931,4,4.425,4.65,0.9
261924,4,3.941176,4.852941,1
253935,3.181818,4.090909,3.818181,0.5
252105,4,4.487179,4.338461,0.384615385
253610,3.166666,3.568627,3.647058,0
282486,3.90625,3.857142,3.984375,0.545454545
256900,4,4.647058,4.764705,1
259827,3.538461,3.153846,3.576923,0.153846154
253717,3.928571,4.75,3.309523,0.785714286
257002,4,4.189473,4.192982,0.8
256797,4,4.0625,4.46875,0.8125
253481,4,4.2,4.809523,1
268898,4,4.025,3.833333,-0.318181818
253613,3.8,3.766666,4.333333,0.75
256826,3.875,4.2375,4.5625,0.9375
254008,3.230769,3.615384,4.038461,0.230769231
262008,4,4.149425,4.461538,0.833333333
256935,3.928571,4.625,4.607142,0.928571429
253708,4,3.727272,4.545454,0.75
257103,3.9,4.1875,4.65,0.7
256776,4,4.410714,4.785714,0.928571429
262012,4,4.125,4.726562,1
253656,4,4.666666,4.646464,0.777777778
256936,3.454545,3.557377,2.793103,-0.636363636
257154,4,4.4,4.533333,1
253539,3,3.748148,3.633333,-0.1875
262016,3.95,4.35625,4.366666,0.9
253747,4,4.721739,4.608695,1
256946,3.8,3.733333,3.6,0.4
253519,4,4.408333,4.416666,0.666666667
285914,4,4.727272,4.393939,0.666666667
257059,4,4.619047,4.821917,1
257091,3.9375,4.4875,4.517045,0.705882353

